Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Демʼяненко,Дан,Леонідович,male,1954-05-19,Біолог,селище Донецьк,"узвіз Верхня, буд. 47 кв. 615, Здолбунів, 04789",+380 31 275 30 18,knalyvaiko@example.net
Іваничук,Михайло,Болеславович,male,1951-09-23,Науковець,село Хмільник,"сквер Утьосова, буд. 33, Свалява, 67573",+380 10 559 43 56,iakiv73@example.net
Нестеренко,Венедикт,Станіславович,male,1945-11-11,Зоолог,місто Берегове,"сквер Волзький, буд. 0, Мерефа, 86218",241-49-62,vernyhorazynovii@example.com
Гупало,Олена,Прохорівна,female,1970-03-01,Парфюмер,селище Прилуки,"вулиця Вертелецького, буд. 62 кв. 145, Євпаторія, 71751",+380 80 274-28-64,amalyshko@example.org
Матвієнко,Ярина,Сергіївна,female,1974-05-30,Паралегал,місто Коломия,"проспект Соляний 3-й, буд. 78 кв. 58, Бахчисарай, 08100",+380 25 667-81-82,zlatoslavazhurba@example.net
Дробаха,Венедикт,Юстимович,male,1965-01-14,Єгер,хутір Новоселиця,"вулиця Шкіперська, буд. 341 кв. 6, Вишневе , 48651",+380 (69) 861-29-12,tbandura@example.org
Сіробаба,Ірена,Мирославівна,female,1965-03-02,Економіст,хутір Брянка,"шосе Прибережний, буд. 9 кв. 985, Лубни, 40077",133 10 42,iustym54@example.org
Вергун,Ростислав,Теодорович,male,1991-11-13,Публіцист,хутір Кагарлик,"шосе Верещагіна, буд. 738, Бурштин , 06022",+380 93 786 33 84,makar16@example.com
Дейнека,Ольга,Юхимівна,female,1977-01-12,Слідчий,село Нетішин,"площа Кифоренка Бориса, буд. 87, Ужгород, 53407",467-68-63,andrii81@example.org
Литвиненко,Камілла,Симонівна,female,1959-05-04,Ріелтор,хутір Підгородне,"проспект Ватманський, буд. 9, Сколе, 18087",+380 (51) 872-41-68,tryhubpriska@example.net
Височан,Тимофій,Августинович,male,1969-04-17,Мінералог,село Роздільна,"проспект Ветеранів праці, буд. 9, Новомосковськ, 78944",092 196 10 75,anastasiialysenko@example.com
Артимишин,Вікторія,Демидівна,female,1950-01-08,Гінеколог,хутір Баштанка,"провулок Хвойний, буд. 03, Південне , 42436",041 74 92,aleksandrenkotymofii@example.org
Запорожець,Леопольд,Демидович,male,1964-02-28,Модельєр,місто Лозова ,"площа М’ясоєдовська, буд. 7, Вознесенівка, 85458",+380 97 518-98-44,jdzhun@example.com
Смик,Стефан,Ігорович,male,1988-06-19,Мінералог,місто Білозерське,"проспект Зелена балка, буд. 6, Березань , 25173",075 228-54-72,idanylchuk@example.net
Жук,Станіслав,Єлисейович,male,1982-07-28,Модель,хутір Ізюм,"вулиця Кузнечна, буд. 8, Бориспіль, 66407",054 690-56-62,teodor90@example.net
Лисенко,Вʼячеслав,Юхимович,male,1956-05-23,Кур'єр,місто Гірське,"проспект Асташкіна, буд. 2, Буринь, 20298",+380 72 431-43-92,tshvaika@example.net
Годунок,Леонід,Єфремович,male,1990-04-21,Підприємець,село Мирноград,"парк Сухолиманна, буд. 580 кв. 722, Єнакієве, 56495",700-39-93,zhukmariia@example.net
Дзиндра,Надія,Данилівна,female,1993-07-17,Акушер,селище Заставна,"сквер Магнітогорський 3-й, буд. 28, Канів, 96242",606-11-31,eduard78@example.com
Єресько,Данна,Августинівна,female,1980-03-31,Літературознавець,село Чуднів,"провулок Венгера, буд. 6, Новий Калинів, 91685",+380 82 872-76-23,symoniushchenko@example.org
Заєць,Ярема,Олесьович,male,1946-12-06,Дипломат,село Горлівка,"узвіз Тетяни Тесс, буд. 520, Карлівка, 05140",+380 64 039-62-57,andriienkotetiana@example.com
Батюк,Йосип,Амвросійович,male,2005-12-04,Художник,селище Сміла,"узвіз Михайла Божія, буд. 64, Селидове, 08387",394-60-91,frankodavyd@example.com
Овчаренко,Симон,Мирославович,male,1986-10-10,Реставратор,місто Вознесенівка,"провулок Крилова, буд. 8, Буськ, 01260",061 663-82-71,ybaranets@example.org
Карась,Гордій,Олесьович,male,1955-05-10,Кіноактор,село Броди,"площа Куликовський 2-й, буд. 460, Деражня, 63105",523 40 46,oles17@example.net
Негода,Альбіна,Феофанівна,female,1945-04-04,Державний службовець,місто Кролевець,"провулок Архітекторська, буд. 3 кв. 909, Мостиська, 91058",+380 73 119-13-02,havryliukkostiantyn@example.net
Забіла,Оксенія,Іванівна,female,1968-04-07,Слідчий,місто Олевськ,"шосе Дружний, буд. 20 кв. 1, Буча, 47122",473 92 80,demydmiroshnychenko@example.org
Комар,Микита,Олексович,male,1992-03-26,Науковець,хутір Монастирище,"проспект Танфільєва, буд. 135, Кам'янка (Черкаська область), 05760",208-97-14,qdakhno@example.net
Лупій,Аніта,Трохимівна,female,1962-08-24,Публіцист,село Бориспіль,"узвіз Польський узвіз, буд. 62, Зміїв, 82479",806 85 95,marta47@example.net
Верхола,Світлана,Ігорівна,female,1985-12-02,Редактор,село Ялта,"сквер Василя Кандинського 3-й, буд. 406, Арциз, 68110",+380 67 378-44-57,opanastryhub@example.com
Алексійчук,Алла,Альбертівна,female,1985-04-03,Візажист,село Лутугине,"провулок Юрія Олеші, буд. 5, Федорівка, 75845",+380 01 896-13-80,durdynetsdavyd@example.com
Яремків,Емілія,Євгенівна,female,1945-04-27,Зоолог,місто Обухів,"набережна Чапаєва 2-й, буд. 415 кв. 494, Красноперекопськ, 92226",+380 35 404-46-21,pylypenkoalina@example.org
Микитюк,Зорян,Русланович,male,1998-04-02,Патологоанатом,місто Дружківка,"сквер Київське, буд. 199 кв. 1, Нетішин, 38307",681 70 82,viacheslav53@example.org
Іващенко,Людмила,Устимівна,female,2001-10-19,Патологоанатом,село Радивилів,"провулок Виноградна 2-га, буд. 45, Ніжин, 58562",+380 12 776-46-90,irenakorbut@example.net
Рябовіл,Ярослав,Антонович,male,1990-09-07,Хімік,селище Черкаси,"набережна Дунаєвського, буд. 4 кв. 0, Барвінкове, 17794",589 75 06,androshchuksemen@example.com
Рак,Опанас,Йосипович,male,1971-05-21,Ветеринар,селище Кам'янка (Черкаська область),"шосе Басейний 4-й, буд. 16 кв. 4, Сколе, 43296",+380 (54) 482-42-12,rrudko@example.org
Короленко,Зиновій,Алевтинович,male,1949-07-10,Етнограф,селище Черкаси,"вулиця Спортивна, буд. 41 кв. 662, Ямпіль, 93507",+380 35 168-25-48,gishchak@example.com
Жаліло,Тетяна,Остапівна,female,1996-03-08,Громадський діяч,місто Бережани,"вулиця Кондренка, буд. 0 кв. 37, П'ятихатки, 08795",045 628 83 21,hennadiiieromenko@example.org
Гупало,Роксолана,Тимофіївна,female,1940-11-26,Машиніст,хутір Чистякове,"вулиця Вузький, буд. 248 кв. 598, Севастополь, 12124",585-78-00,khrystyna76@example.com
Таран,Валерій,Яковович,male,1949-11-01,Режисер,село Бучач,"узвіз Соціальна, буд. 814, Шахтарськ, 86172",+380 92 538 95 80,klyment66@example.net
Андрощук,Зорян,Антонович,male,1977-01-10,Штукатур,село Горішні Плавні,"провулок Восьмого березня узвіз, буд. 36, Сновськ, 04864",+380 63 921-53-00,ezasiadko@example.com
Якимчук,Аліна,Русланівна,female,1997-11-05,Паблік рилейшнз,село Переяслав,"узвіз Байкальська, буд. 8 кв. 064, Кропивницький, 93828",085 268-78-17,uakymenko@example.com
Чуйко,Тетяна,Русланівна,female,1945-02-05,Модель,селище Мукачево,"парк Колекційна, буд. 9 кв. 66, Голубівка, 83958",+380 07 040-49-30,chalenkomykolai@example.com
Алексюк,Надія,Євгенівна,female,1944-03-03,Флорист,селище Устилуг,"парк Покровський, буд. 24 кв. 330, Борщів, 88135",079 164 84 37,poltavetssolomon@example.net
